Date,Open,High,Low,Close,Shares Traded,Turnover (₹ Cr)
11-AUG-2008,4529.35,4625.2,4529.35,4620.4,112939704,6625.21
08-AUG-2008,4518.35,4546.35,4464,4529.5,114202272,6271.09
07-AUG-2008,4515.25,4580.15,4493.7,4523.85,133711940,6889.61
06-AUG-2008,4506.25,4615.9,4503.9,4517.55,175692787,10274.94
05-AUG-2008,4395.8,4515.15,4376,4502.85,194984174,9605.56
04-AUG-2008,4426.1,4436.15,4362.9,4395.35,131343663,6486.48
01-AUG-2008,4331.6,4422.95,4235.7,4413.55,178077599,8847.63
31-JUL-2008,4314.35,4342,4285.55,4332.95,199677047,8696.31
30-JUL-2008,4191.2,4327,4191.2,4313.55,151936263,6961.45
29-JUL-2008,4332.2,4332.2,4159.15,4189.85,125806260,6619.9
28-JUL-2008,4282.25,4352.65,4282.25,4332.1,111107965,6373.98
25-JUL-2008,4440.85,4440.85,4297.15,4311.85,161681204,8516
24-JUL-2008,4476.2,4539.45,4385.85,4433.55,177026127,9273.39
23-JUL-2008,4246.7,4491.55,4246.7,4476.8,233619126,11772.26
22-JUL-2008,4158.45,4262.45,4137.95,4240.1,165666075,7560.41
21-JUL-2008,4092.2,4168.15,4072.75,4159.5,136720904,6487.24
18-JUL-2008,3962.95,4110.55,3926.3,4092.25,175068345,7895.21
17-JUL-2008,3823.15,3968.75,3823.15,3947.2,180239171,7288.76
16-JUL-2008,3861.55,3920.05,3790.2,3816.7,185428595,7472.88
15-JUL-2008,4039.3,4040.7,3835.5,3861.1,142682247,6645.56
14-JUL-2008,4047.45,4118.1,4004.25,4039.7,126882896,6062.87
11-JUL-2008,4166,4215.5,4014.45,4049,137337875,6947.53
10-JUL-2008,4155.65,4187.95,4110.4,4162.2,146458190,6354.79
09-JUL-2008,3990.9,4169.4,3990.9,4157.1,144597409,6595.61
08-JUL-2008,4028.7,4028.7,3896.05,3988.55,135090953,6166.83
07-JUL-2008,4002,4114.5,4002,4030,125737237,5517.21
04-JUL-2008,3926.65,4033.5,3896.4,4016,152045352,6563.36
03-JUL-2008,4094.6,4097.35,3874.85,3925.75,154573765,7101.42
02-JUL-2008,3895.3,4107.15,3848.25,4093.35,199920144,8909.44
01-JUL-2008,4039.75,4075.4,3878.2,3896.75,164469220,6939.93
30-JUN-2008,4136.25,4163,4021.7,4040.55,144491241,6523.86
27-JUN-2008,4315.3,4315.3,4119.2,4136.65,177324470,7883.16
26-JUN-2008,4252.6,4324.75,4230,4315.85,196473131,9352.43
25-JUN-2008,4189.6,4264.55,4093.2,4252.65,152437781,6960.36
24-JUN-2008,4271.05,4305.9,4156.1,4191.1,132477086,6496.81
23-JUN-2008,4351.15,4351.15,4225.5,4266.4,126376126,6121.52
20-JUN-2008,4504.2,4532,4333.6,4347.55,133685260,6911.03
19-JUN-2008,4582.55,4585.7,4488.95,4504.25,102266764,4954.97
18-JUN-2008,4652.8,4679.75,4569.9,4582.4,136923928,6135.84
17-JUN-2008,4572.5,4664.05,4561.75,4653,107221118,5511.88
16-JUN-2008,4536.3,4617.7,4536.3,4572.5,111415055,5652.28
13-JUN-2008,4539.5,4563.35,4491.35,4517.1,139532826,6339.8
12-JUN-2008,4524.4,4550,4392,4539.35,164247033,7653.56
11-JUN-2008,4469.65,4541.05,4468.05,4523.6,166416446,8126.26
10-JUN-2008,4522,4522.55,4369.8,4449.8,165412516,8214.7
09-JUN-2008,4626.45,4626.45,4411.6,4500.95,175247907,8431.34
